CAM	participantCAM	id	daughterID	motherID	intensity	agreement	isBidirectional	isDeletable	isActive
1530	ID1_1530	22819	23838	23840	6	0	0	NA	NA
1530	ID1_1530	22818	23818	23840	6	1	0	NA	NA
1530	ID1_1530	22817	23818	23838	6	1	0	NA	NA
1530	ID1_1530	22816	23818	23829	6	1	0	NA	NA
1530	ID1_1530	22815	23812	23829	6	1	0	NA	NA
1530	ID1_1530	22814	23812	23832	6	1	0	NA	NA
1530	ID1_1530	22813	23818	23832	6	1	0	NA	NA
1530	ID1_1530	22812	23826	23832	6	1	0	NA	NA
1530	ID1_1530	22811	23832	23835	6	1	0	NA	NA
1530	ID1_1530	22810	23824	23832	6	1	0	NA	NA
1530	ID1_1530	22807	23812	23842	6	1	0	NA	NA
1530	ID1_1530	22806	23812	23841	6	1	0	NA	NA
1530	ID1_1530	22805	23812	23821	6	1	0	NA	NA
1530	ID1_1530	22804	23819	23829	6	1	0	NA	NA
1530	ID1_1530	22803	23827	23829	6	1	0	NA	NA
1530r	ID1t2_1530	22819	23838	23840	6	0	0	NA	NA
1530r	ID1t2_1530	22818	23818	23840	6	1	0	NA	NA
1530r	ID1t2_1530	22817	23818	23838	6	1	0	NA	NA
1530r	ID1t2_1530	22816	23818	23829	6	1	0	NA	NA
1530r	ID1t2_1530	22815	23812	23829	6	1	0	NA	NA
1530r	ID1t2_1530	22814	23812	23832	6	1	0	NA	NA
1530r	ID1t2_1530	22813	23818	23832	6	1	0	NA	NA
1530r	ID1t2_1530	22812	23826	23832	6	1	0	NA	NA
1530r	ID1t2_1530	22811	23832	23835	6	1	0	NA	NA
1530r	ID1t2_1530	22810	23824	23832	6	1	0	NA	NA
1530r	ID1t2_1530	22807	23812	23842	6	1	0	NA	NA
1530r	ID1t2_1530	22806	23812	23841	6	1	0	NA	NA
1530r	ID1t2_1530	22805	23812	23821	6	1	0	NA	NA
1530r	ID1t2_1530	22804	23819	23829	6	1	0	NA	NA
1530r	ID1t2_1530	22803	23827	23829	6	1	0	NA	NA
1529	ID3_1529	22856	23811	23851	6	0	0	NA	NA
1529	ID3_1529	22855	23856	23875	6	0	0	NA	NA
1529	ID3_1529	22854	23811	23856	6	1	0	NA	NA
1529	ID3_1529	22851	23822	23874	9	1	0	NA	NA
1529	ID3_1529	22846	23851	23874	9	0	0	NA	NA
1529	ID3_1529	22841	23830	23851	6	0	0	NA	NA
1529	ID3_1529	22840	23811	23854	6	1	0	NA	NA
1529	ID3_1529	22839	23810	23833	6	1	0	NA	NA
1529	ID3_1529	22838	23810	23836	6	1	0	NA	NA
1529	ID3_1529	22837	23833	23845	9	1	0	NA	NA
1529	ID3_1529	22835	23833	23843	9	1	0	NA	NA
1529	ID3_1529	22827	23833	23845	9	0	0	NA	NA
1529	ID3_1529	22825	23846	23810	9	1	0	NA	NA
1529	ID3_1529	22824	23830	23810	6	1	1	NA	NA
1529	ID3_1529	22823	23810	23830	9	1	0	NA	NA
1529	ID3_1529	22797	23810	23811	6	0	0	NA	NA
1535	ID3t2_1535	22894	23920	23919	6	0	0	NA	NA
1535	ID3t2_1535	22893	23920	23918	9	1	0	NA	NA
1535	ID3t2_1535	22892	23918	23920	6	1	1	NA	NA
1535	ID3t2_1535	22891	23912	23920	9	1	0	NA	NA
1535	ID3t2_1535	22890	23917	23913	9	0	0	NA	NA
1535	ID3t2_1535	22889	23917	23914	9	1	0	NA	NA
1535	ID3t2_1535	22888	23917	23913	9	1	0	NA	NA
1535	ID3t2_1535	22887	23920	23916	6	1	0	NA	NA
1535	ID3t2_1535	22886	23920	23917	6	1	0	NA	NA
1535	ID3t2_1535	22885	23919	23910	6	1	0	NA	NA
1535	ID3t2_1535	22884	23918	23911	6	0	0	NA	NA
1535	ID3t2_1535	22883	23911	23907	9	0	0	NA	NA
1535	ID3t2_1535	22882	23915	23907	9	1	0	NA	NA
1535	ID3t2_1535	22881	23919	23909	6	1	0	NA	NA
1535	ID3t2_1535	22880	23909	23906	6	0	0	NA	NA
1535	ID3t2_1535	22879	23919	23911	6	0	0	NA	NA
1532	ID4_1532	22853	23849	23873	6	1	0	NA	NA
1532	ID4_1532	22852	23849	23869	6	1	0	NA	NA
1532	ID4_1532	22850	23849	23870	6	1	0	NA	NA
1532	ID4_1532	22849	23850	23870	6	1	0	NA	NA
1532	ID4_1532	22848	23850	23867	6	1	0	NA	NA
1532	ID4_1532	22847	23850	23853	6	1	0	NA	NA
1532	ID4_1532	22845	23850	23855	6	1	0	NA	NA
1532	ID4_1532	22843	23871	23872	6	1	0	NA	NA
1532	ID4_1532	22842	23849	23871	6	1	0	NA	NA
1532	ID4_1532	22833	23850	23866	6	1	0	NA	NA
1532	ID4_1532	22832	23850	23862	6	1	0	NA	NA
1532	ID4_1532	22831	23850	23864	6	1	0	NA	NA
1532	ID4_1532	22829	23862	23866	6	1	0	NA	NA
1532	ID4_1532	22828	23862	23864	6	1	0	NA	NA
1532	ID4_1532	22809	23849	23850	6	0	0	NA	NA
1534	ID4t2_1534	22896	23904	23922	6	1	0	NA	NA
1534	ID4t2_1534	22895	23904	23921	6	1	0	NA	NA
1534	ID4t2_1534	22878	23905	23904	6	0	0	NA	NA
1534	ID4t2_1534	22877	23892	23901	6	1	0	NA	NA
1534	ID4t2_1534	22876	23892	23900	6	1	0	NA	NA
1534	ID4t2_1534	22875	23904	23901	6	1	0	NA	NA
1534	ID4t2_1534	22874	23904	23892	6	1	0	NA	NA
1534	ID4t2_1534	22873	23904	23900	6	1	0	NA	NA
1534	ID4t2_1534	22872	23905	23895	6	1	0	NA	NA
1534	ID4t2_1534	22871	23895	23894	6	1	0	NA	NA
1534	ID4t2_1534	22870	23904	23902	6	1	0	NA	NA
1534	ID4t2_1534	22869	23904	23903	6	1	0	NA	NA
1534	ID4t2_1534	22868	23904	23899	6	1	0	NA	NA
1534	ID4t2_1534	22867	23904	23896	6	1	0	NA	NA
1534	ID4t2_1534	22866	23905	23896	6	1	0	NA	NA
1534	ID4t2_1534	22865	23905	23897	6	1	0	NA	NA
1534	ID4t2_1534	22864	23905	23893	6	1	0	NA	NA
1536	ID5_1536	22944	23935	23931	6	1	0	NA	NA
1536	ID5_1536	22943	23931	23935	6	1	0	NA	NA
1536	ID5_1536	22942	23924	23947	6	1	0	NA	NA
1536	ID5_1536	22941	23931	23947	6	1	0	NA	NA
1536	ID5_1536	22940	23924	23946	6	1	0	NA	NA
1536	ID5_1536	22939	23923	23946	6	1	0	NA	NA
1536	ID5_1536	22938	23943	23945	6	0	0	NA	NA
1536	ID5_1536	22937	23931	23945	6	0	0	NA	NA
1536	ID5_1536	22936	23931	23945	6	1	0	NA	NA
1536	ID5_1536	22935	23924	23945	6	0	0	NA	NA
1536	ID5_1536	22934	23926	23927	6	1	0	NA	NA
1536	ID5_1536	22932	23929	23944	6	1	0	NA	NA
1536	ID5_1536	22931	23931	23943	6	1	0	NA	NA
1536	ID5_1536	22930	23933	23943	6	0	0	NA	NA
1536	ID5_1536	22929	23929	23942	6	0	0	NA	NA
1536	ID5_1536	22928	23929	23930	6	0	0	NA	NA
1536	ID5_1536	22927	23930	23942	6	1	0	NA	NA
1536	ID5_1536	22926	23929	23930	6	1	0	NA	NA
1536	ID5_1536	22925	23930	23942	6	1	0	NA	NA
1536	ID5_1536	22924	23929	23942	6	1	0	NA	NA
1536	ID5_1536	22923	23940	23941	6	1	0	NA	NA
1536	ID5_1536	22922	23938	23940	6	0	0	NA	NA
1536	ID5_1536	22921	23938	23941	6	1	0	NA	NA
1536	ID5_1536	22920	23938	23940	6	0	0	NA	NA
1536	ID5_1536	22919	23927	23939	6	1	0	NA	NA
1536	ID5_1536	22918	23927	23930	6	1	0	NA	NA
1536	ID5_1536	22917	23930	23939	6	1	0	NA	NA
1536	ID5_1536	22916	23924	23938	6	0	0	NA	NA
1536	ID5_1536	22915	23927	23937	6	1	0	NA	NA
1536	ID5_1536	22914	23935	23936	6	1	0	NA	NA
1536	ID5_1536	22913	23931	23935	6	1	0	NA	NA
1536	ID5_1536	22912	23931	23935	6	1	0	NA	NA
1536	ID5_1536	22911	23931	23933	6	0	0	NA	NA
1536	ID5_1536	22910	23924	23931	6	1	0	NA	NA
1536	ID5_1536	22909	23924	23934	6	1	0	NA	NA
1536	ID5_1536	22908	23923	23934	6	1	0	NA	NA
1536	ID5_1536	22907	23930	23932	6	1	0	NA	NA
1536	ID5_1536	22906	23925	23932	6	1	0	NA	NA
1536	ID5_1536	22905	23928	23930	6	1	0	NA	NA
1536	ID5_1536	22903	23929	23930	6	0	0	NA	NA
1536	ID5_1536	22902	23923	23930	6	1	0	NA	NA
1536	ID5_1536	22901	23926	23927	6	1	0	NA	NA
1536	ID5_1536	22900	23926	23927	6	1	1	NA	NA
1536	ID5_1536	22899	23925	23926	6	1	0	NA	NA
1536	ID5_1536	22898	23923	23925	6	1	0	NA	NA
1536	ID5_1536	22897	23923	23924	6	0	0	NA	NA
1537	ID5t2_1537	22993	23973	23975	6	1	1	NA	NA
1537	ID5t2_1537	22992	23975	23973	6	1	1	NA	NA
1537	ID5t2_1537	22991	23974	23975	6	1	1	NA	NA
1537	ID5t2_1537	22990	23974	23973	6	0	0	NA	NA
1537	ID5t2_1537	22989	23974	23972	6	1	0	NA	NA
1537	ID5t2_1537	22988	23972	23971	6	1	0	NA	NA
1537	ID5t2_1537	22987	23971	23970	6	1	1	NA	NA
1537	ID5t2_1537	22986	23971	23970	6	1	0	NA	NA
1537	ID5t2_1537	22985	23974	23968	6	1	0	NA	NA
1537	ID5t2_1537	22984	23969	23968	6	0	0	NA	NA
1537	ID5t2_1537	22983	23967	23968	6	1	0	NA	NA
1537	ID5t2_1537	22982	23972	23965	6	1	0	NA	NA
1537	ID5t2_1537	22981	23968	23965	6	1	0	NA	NA
1537	ID5t2_1537	22980	23974	23963	6	1	0	NA	NA
1537	ID5t2_1537	22979	23973	23963	6	1	0	NA	NA
1537	ID5t2_1537	22978	23973	23966	6	1	0	NA	NA
1537	ID5t2_1537	22977	23966	23964	6	0	0	NA	NA
1537	ID5t2_1537	22976	23966	23962	6	1	0	NA	NA
1537	ID5t2_1537	22975	23966	23962	6	1	0	NA	NA
1537	ID5t2_1537	22974	23962	23961	6	1	0	NA	NA
1537	ID5t2_1537	22973	23970	23960	6	1	0	NA	NA
1537	ID5t2_1537	22972	23973	23959	6	0	0	NA	NA
1537	ID5t2_1537	22971	23968	23958	6	1	0	NA	NA
1537	ID5t2_1537	22970	23970	23968	6	1	0	NA	NA
1537	ID5t2_1537	22969	23970	23958	6	1	0	NA	NA
1537	ID5t2_1537	22968	23959	23957	6	0	0	NA	NA
1537	ID5t2_1537	22967	23959	23956	6	1	0	NA	NA
1537	ID5t2_1537	22966	23959	23957	6	0	0	NA	NA
1537	ID5t2_1537	22965	23957	23956	6	1	0	NA	NA
1537	ID5t2_1537	22964	23969	23955	6	1	0	NA	NA
1537	ID5t2_1537	22963	23968	23955	6	1	0	NA	NA
1537	ID5t2_1537	22962	23969	23968	6	1	0	NA	NA
1537	ID5t2_1537	22961	23968	23955	6	1	0	NA	NA
1537	ID5t2_1537	22960	23969	23968	6	0	0	NA	NA
1537	ID5t2_1537	22959	23969	23955	6	0	0	NA	NA
1537	ID5t2_1537	22958	23964	23954	6	0	0	NA	NA
1537	ID5t2_1537	22957	23966	23954	6	1	0	NA	NA
1537	ID5t2_1537	22956	23969	23953	6	1	0	NA	NA
1537	ID5t2_1537	22955	23971	23970	6	1	0	NA	NA
1537	ID5t2_1537	22954	23973	23952	6	0	0	NA	NA
1537	ID5t2_1537	22953	23966	23952	6	1	0	NA	NA
1537	ID5t2_1537	22952	23966	23952	6	0	0	NA	NA
1537	ID5t2_1537	22951	23954	23952	6	0	0	NA	NA
1537	ID5t2_1537	22950	23974	23951	6	1	0	NA	NA
1537	ID5t2_1537	22949	23973	23951	6	1	0	NA	NA
1537	ID5t2_1537	22948	23966	23950	6	1	0	NA	NA
1537	ID5t2_1537	22947	23973	23950	6	1	0	NA	NA
1537	ID5t2_1537	22946	23966	23962	6	1	0	NA	NA
1537	ID5t2_1537	22945	23962	23966	6	1	0	NA	NA
1540	ID7_1540	23029	23995	24018	6	1	0	NA	NA
1540	ID7_1540	23028	23994	24017	6	1	0	NA	NA
1540	ID7_1540	23027	24004	24015	6	1	0	NA	NA
1540	ID7_1540	23026	23999	24016	6	1	0	NA	NA
1540	ID7_1540	23025	23995	24013	6	1	0	NA	NA
1540	ID7_1540	23024	23995	24004	6	1	0	NA	NA
1540	ID7_1540	23023	23995	24002	6	1	0	NA	NA
1540	ID7_1540	23022	24001	24014	6	1	0	NA	NA
1540	ID7_1540	23021	23998	24012	6	1	0	NA	NA
1540	ID7_1540	23020	23996	24012	6	1	0	NA	NA
1540	ID7_1540	23019	23998	24011	6	1	0	NA	NA
1540	ID7_1540	23018	23996	24011	6	1	0	NA	NA
1540	ID7_1540	23017	23996	24012	6	1	0	NA	NA
1540	ID7_1540	23016	23996	24010	6	1	0	NA	NA
1540	ID7_1540	23015	23998	24010	6	1	0	NA	NA
1540	ID7_1540	23014	23996	24001	6	1	0	NA	NA
1540	ID7_1540	23013	23996	23999	6	1	0	NA	NA
1540	ID7_1540	23012	23998	24001	6	1	0	NA	NA
1540	ID7_1540	23011	23998	23999	6	1	0	NA	NA
1540	ID7_1540	23010	23996	23998	6	1	0	NA	NA
1540	ID7_1540	23009	23994	23996	6	1	0	NA	NA
1540	ID7_1540	23008	23994	23998	6	1	0	NA	NA
1540	ID7_1540	23007	24005	24008	6	1	0	NA	NA
1540	ID7_1540	23006	24005	24006	6	1	0	NA	NA
1540	ID7_1540	23005	24005	24009	6	1	0	NA	NA
1540	ID7_1540	23003	23995	24005	6	1	0	NA	NA
1540	ID7_1540	22997	23994	23995	6	0	0	NA	NA
1544	ID7t2_1544	23062	24047	24046	6	0	0	NA	NA
1544	ID7t2_1544	23061	24046	24039	6	1	0	NA	NA
1544	ID7t2_1544	23060	24039	24036	6	1	0	NA	NA
1544	ID7t2_1544	23059	24039	24038	6	1	0	NA	NA
1544	ID7t2_1544	23058	24039	24037	6	1	0	NA	NA
1544	ID7t2_1544	23057	24047	24044	6	1	0	NA	NA
1544	ID7t2_1544	23056	24047	24045	6	1	0	NA	NA
1544	ID7t2_1544	23055	24045	24044	6	1	0	NA	NA
1544	ID7t2_1544	23054	24044	24043	6	1	0	NA	NA
1544	ID7t2_1544	23053	24044	24042	6	1	0	NA	NA
1544	ID7t2_1544	23052	24045	24043	6	1	0	NA	NA
1544	ID7t2_1544	23051	24045	24042	6	1	0	NA	NA
1544	ID7t2_1544	23050	24044	24035	6	1	0	NA	NA
1544	ID7t2_1544	23049	24045	24035	6	1	0	NA	NA
1544	ID7t2_1544	23048	24045	24033	6	1	0	NA	NA
1544	ID7t2_1544	23047	24045	24034	6	1	0	NA	NA
1544	ID7t2_1544	23046	24044	24034	6	1	0	NA	NA
1544	ID7t2_1544	23045	24045	24033	6	1	0	NA	NA
1544	ID7t2_1544	23044	24044	24033	6	1	0	NA	NA
1544	ID7t2_1544	23043	24042	24031	6	1	0	NA	NA
1544	ID7t2_1544	23042	24046	24041	6	1	0	NA	NA
1544	ID7t2_1544	23041	24046	24040	6	1	0	NA	NA
1544	ID7t2_1544	23040	24046	24032	6	1	0	NA	NA
1544	ID7t2_1544	23039	24043	24029	6	1	0	NA	NA
1544	ID7t2_1544	23038	24040	24030	6	1	0	NA	NA
1544	ID7t2_1544	23037	24047	24028	6	1	0	NA	NA
1544	ID7t2_1544	23036	24046	24027	6	1	0	NA	NA
1549	ID8_1549	23347	24106	24267	6	1	0	NA	NA
1549	ID8_1549	23346	24113	24266	6	1	0	NA	NA
1549	ID8_1549	23345	24266	24267	6	0	0	NA	NA
1549	ID8_1549	23256	24106	24137	6	0	0	NA	NA
1549	ID8_1549	23252	24113	24130	6	1	0	NA	NA
1549	ID8_1549	23251	24113	24121	6	0	0	NA	NA
1549	ID8_1549	23250	24113	24127	6	0	0	NA	NA
1549	ID8_1549	23248	24106	24165	6	0	0	NA	NA
1549	ID8_1549	23247	24113	24165	6	1	0	NA	NA
1549	ID8_1549	23245	24106	24156	6	1	0	NA	NA
1549	ID8_1549	23243	24113	24156	6	1	0	NA	NA
1549	ID8_1549	23223	24113	24153	6	1	0	NA	NA
1549	ID8_1549	23222	24113	24160	6	1	0	NA	NA
1549	ID8_1549	23221	24121	24130	6	1	0	NA	NA
1549	ID8_1549	23220	24106	24130	6	1	0	NA	NA
1549	ID8_1549	23219	24120	24123	6	1	0	NA	NA
1549	ID8_1549	23215	24106	24141	6	0	0	NA	NA
1549	ID8_1549	23204	24116	24123	6	1	0	NA	NA
1549	ID8_1549	23203	24116	24120	6	1	0	NA	NA
1549	ID8_1549	23201	24116	24137	6	1	0	NA	NA
1549	ID8_1549	23200	24121	24137	6	1	0	NA	NA
1549	ID8_1549	23197	24120	24121	6	1	0	NA	NA
1549	ID8_1549	23196	24106	24113	6	0	0	NA	NA
1549	ID8_1549	23195	24106	24120	6	1	0	NA	NA
1549	ID8_1549	23188	24106	24120	6	1	0	NA	NA
1549	ID8_1549	23185	24106	24120	6	1	0	NA	NA
1549	ID8_1549	23183	24106	24120	6	1	0	NA	NA
1549	ID8_1549	23182	24106	24120	6	1	0	NA	NA
1549	ID8_1549	23181	24106	24120	6	1	0	NA	NA
1549	ID8_1549	23180	24106	24121	6	1	0	NA	NA
1549	ID8_1549	23179	24106	24127	6	1	0	NA	NA
1549r	ID8t2_1549	23347	24106	24267	6	1	0	NA	NA
1549r	ID8t2_1549	23346	24113	24266	6	1	0	NA	NA
1549r	ID8t2_1549	23345	24266	24267	6	0	0	NA	NA
1549r	ID8t2_1549	23256	24106	24137	6	0	0	NA	NA
1549r	ID8t2_1549	23252	24113	24130	6	1	0	NA	NA
1549r	ID8t2_1549	23251	24113	24121	6	0	0	NA	NA
1549r	ID8t2_1549	23250	24113	24127	6	0	0	NA	NA
1549r	ID8t2_1549	23248	24106	24165	6	0	0	NA	NA
1549r	ID8t2_1549	23247	24113	24165	6	1	0	NA	NA
1549r	ID8t2_1549	23245	24106	24156	6	1	0	NA	NA
1549r	ID8t2_1549	23243	24113	24156	6	1	0	NA	NA
1549r	ID8t2_1549	23223	24113	24153	6	1	0	NA	NA
1549r	ID8t2_1549	23222	24113	24160	6	1	0	NA	NA
1549r	ID8t2_1549	23221	24121	24130	6	1	0	NA	NA
1549r	ID8t2_1549	23220	24106	24130	6	1	0	NA	NA
1549r	ID8t2_1549	23219	24120	24123	6	1	0	NA	NA
1549r	ID8t2_1549	23215	24106	24141	6	0	0	NA	NA
1549r	ID8t2_1549	23204	24116	24123	6	1	0	NA	NA
1549r	ID8t2_1549	23203	24116	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23201	24116	24137	6	1	0	NA	NA
1549r	ID8t2_1549	23200	24121	24137	6	1	0	NA	NA
1549r	ID8t2_1549	23197	24120	24121	6	1	0	NA	NA
1549r	ID8t2_1549	23196	24106	24113	6	0	0	NA	NA
1549r	ID8t2_1549	23195	24106	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23188	24106	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23185	24106	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23183	24106	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23182	24106	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23181	24106	24120	6	1	0	NA	NA
1549r	ID8t2_1549	23180	24106	24121	6	1	0	NA	NA
1549r	ID8t2_1549	23179	24106	24127	6	1	0	NA	NA
1545	ID9_1545	23102	24050	24057	6	1	0	NA	NA
1545	ID9_1545	23099	24051	24057	6	0	0	NA	NA
1545	ID9_1545	23093	24051	24056	6	1	0	NA	NA
1545	ID9_1545	23092	24051	24054	6	0	0	NA	NA
1545	ID9_1545	23091	24053	24054	6	1	0	NA	NA
1545	ID9_1545	23090	24051	24053	6	0	0	NA	NA
1545	ID9_1545	23089	24053	24078	6	1	0	NA	NA
1545	ID9_1545	23087	24051	24052	6	1	0	NA	NA
1545	ID9_1545	23086	24051	24078	6	0	0	NA	NA
1545	ID9_1545	23084	24055	24056	6	1	0	NA	NA
1545	ID9_1545	23082	24051	24055	6	1	0	NA	NA
1545	ID9_1545	23079	24050	24055	6	1	0	NA	NA
1545	ID9_1545	23078	24055	24068	6	1	0	NA	NA
1545	ID9_1545	23077	24050	24068	6	1	0	NA	NA
1545	ID9_1545	23076	24050	24072	6	0	0	NA	NA
1545	ID9_1545	23075	24063	24077	6	0	0	NA	NA
1545	ID9_1545	23074	24050	24063	6	0	0	NA	NA
1545	ID9_1545	23073	24050	24058	6	0	0	NA	NA
1545	ID9_1545	23064	24050	24051	6	0	0	NA	NA
1557	ID9t2_1557	23242	24214	24213	6	0	0	NA	NA
1557	ID9t2_1557	23241	24214	24209	6	0	0	NA	NA
1557	ID9t2_1557	23240	24214	24208	6	0	0	NA	NA
1557	ID9t2_1557	23239	24208	24206	6	0	0	NA	NA
1557	ID9t2_1557	23238	24214	24207	6	0	0	NA	NA
1557	ID9t2_1557	23237	24214	24202	6	1	0	NA	NA
1557	ID9t2_1557	23236	24204	24202	6	0	0	NA	NA
1557	ID9t2_1557	23235	24214	24204	6	1	0	NA	NA
1557	ID9t2_1557	23234	24213	24204	6	0	0	NA	NA
1557	ID9t2_1557	23233	24204	24211	6	1	0	NA	NA
1557	ID9t2_1557	23232	24213	24205	6	0	0	NA	NA
1557	ID9t2_1557	23231	24213	24203	6	1	0	NA	NA
1557	ID9t2_1557	23230	24201	24205	6	1	0	NA	NA
1557	ID9t2_1557	23229	24213	24201	9	0	0	NA	NA
1557	ID9t2_1557	23228	24201	24212	6	1	0	NA	NA
1557	ID9t2_1557	23227	24213	24212	9	0	0	NA	NA
1557	ID9t2_1557	23226	24213	24211	6	1	0	NA	NA
1557	ID9t2_1557	23225	24213	24210	6	0	0	NA	NA
1557	ID9t2_1557	23224	24214	24210	6	1	0	NA	NA
1551	ID11t2_1551	23147	24124	24133	6	0	0	NA	NA
1551	ID11t2_1551	23146	24126	24133	6	0	0	NA	NA
1551	ID11t2_1551	23145	24108	24136	6	1	0	NA	NA
1551	ID11t2_1551	23144	24108	24119	6	1	0	NA	NA
1551	ID11t2_1551	23143	24108	24133	6	1	0	NA	NA
1551	ID11t2_1551	23138	24124	24126	6	1	0	NA	NA
1551	ID11t2_1551	23136	24109	24124	6	1	0	NA	NA
1551	ID11t2_1551	23135	24109	24126	6	1	0	NA	NA
1551	ID11t2_1551	23134	24109	24128	6	1	0	NA	NA
1551	ID11t2_1551	23112	24109	24119	6	1	0	NA	NA
1551	ID11t2_1551	23085	24109	24108	6	0	0	NA	NA
1548	ID12_1548	23174	24076	24177	6	0	0	NA	NA
1548	ID12_1548	23171	24086	24177	6	1	0	NA	NA
1548	ID12_1548	23142	24097	24131	6	1	0	NA	NA
1548	ID12_1548	23141	24089	24131	6	1	0	NA	NA
1548	ID12_1548	23140	24075	24097	6	1	0	NA	NA
1548	ID12_1548	23139	24118	24129	6	1	0	NA	NA
1548	ID12_1548	23137	24075	24129	6	1	0	NA	NA
1548	ID12_1548	23132	24089	24098	6	1	0	NA	NA
1548	ID12_1548	23131	24075	24098	6	1	0	NA	NA
1548	ID12_1548	23128	24075	24105	6	1	0	NA	NA
1548	ID12_1548	23127	24075	24118	6	1	0	NA	NA
1548	ID12_1548	23125	24094	24103	6	1	0	NA	NA
1548	ID12_1548	23123	24075	24103	6	1	0	NA	NA
1548	ID12_1548	23122	24096	24097	6	0	0	NA	NA
1548	ID12_1548	23121	24075	24095	6	0	0	NA	NA
1548	ID12_1548	23120	24086	24094	6	0	0	NA	NA
1548	ID12_1548	23118	24076	24094	6	0	0	NA	NA
1548	ID12_1548	23116	24075	24112	6	0	0	NA	NA
1548	ID12_1548	23115	24076	24112	6	1	0	NA	NA
1548	ID12_1548	23113	24089	24091	6	0	0	NA	NA
1548	ID12_1548	23110	24076	24091	6	0	0	NA	NA
1548	ID12_1548	23107	24086	24115	6	1	0	NA	NA
1548	ID12_1548	23105	24075	24110	6	0	0	NA	NA
1548	ID12_1548	23104	24076	24110	6	1	0	NA	NA
1548	ID12_1548	23101	24076	24084	6	0	0	NA	NA
1548	ID12_1548	23100	24076	24115	6	0	0	NA	NA
1548	ID12_1548	23098	24076	24089	6	1	0	NA	NA
1548	ID12_1548	23097	24081	24088	6	0	0	NA	NA
1548	ID12_1548	23096	24076	24081	6	1	0	NA	NA
1548r	ID12t2_1548	23174	24076	24177	6	0	0	NA	NA
1548r	ID12t2_1548	23171	24086	24177	6	1	0	NA	NA
1548r	ID12t2_1548	23142	24097	24131	6	1	0	NA	NA
1548r	ID12t2_1548	23141	24089	24131	6	1	0	NA	NA
1548r	ID12t2_1548	23140	24075	24097	6	1	0	NA	NA
1548r	ID12t2_1548	23139	24118	24129	6	1	0	NA	NA
1548r	ID12t2_1548	23137	24075	24129	6	1	0	NA	NA
1548r	ID12t2_1548	23132	24089	24098	6	1	0	NA	NA
1548r	ID12t2_1548	23131	24075	24098	6	1	0	NA	NA
1548r	ID12t2_1548	23128	24075	24105	6	1	0	NA	NA
1548r	ID12t2_1548	23127	24075	24118	6	1	0	NA	NA
1548r	ID12t2_1548	23125	24094	24103	6	1	0	NA	NA
1548r	ID12t2_1548	23123	24075	24103	6	1	0	NA	NA
1548r	ID12t2_1548	23122	24096	24097	6	0	0	NA	NA
1548r	ID12t2_1548	23121	24075	24095	6	0	0	NA	NA
1548r	ID12t2_1548	23120	24086	24094	6	0	0	NA	NA
1548r	ID12t2_1548	23118	24076	24094	6	0	0	NA	NA
1548r	ID12t2_1548	23116	24075	24112	6	0	0	NA	NA
1548r	ID12t2_1548	23115	24076	24112	6	1	0	NA	NA
1548r	ID12t2_1548	23113	24089	24091	6	0	0	NA	NA
1548r	ID12t2_1548	23110	24076	24091	6	0	0	NA	NA
1548r	ID12t2_1548	23107	24086	24115	6	1	0	NA	NA
1548r	ID12t2_1548	23105	24075	24110	6	0	0	NA	NA
1548r	ID12t2_1548	23104	24076	24110	6	1	0	NA	NA
1548r	ID12t2_1548	23101	24076	24084	6	0	0	NA	NA
1548r	ID12t2_1548	23100	24076	24115	6	0	0	NA	NA
1548r	ID12t2_1548	23098	24076	24089	6	1	0	NA	NA
1548r	ID12t2_1548	23097	24081	24088	6	0	0	NA	NA
1548r	ID12t2_1548	23096	24076	24081	6	1	0	NA	NA
1550	ID13_1550	23176	24101	24140	9	0	0	NA	NA
1550	ID13_1550	23172	24101	24142	9	1	0	NA	NA
1550	ID13_1550	23161	24101	24143	9	0	0	NA	NA
1550	ID13_1550	23160	24101	24139	9	1	0	NA	NA
1550	ID13_1550	23159	24102	24138	9	1	0	NA	NA
1550	ID13_1550	23158	24101	24138	6	1	0	NA	NA
1550	ID13_1550	23157	24102	24134	9	1	0	NA	NA
1550	ID13_1550	23156	24134	24135	9	1	0	NA	NA
1550	ID13_1550	23155	24102	24125	9	0	0	NA	NA
1550	ID13_1550	23154	24102	24117	9	1	0	NA	NA
1550	ID13_1550	23150	24102	24132	9	0	0	NA	NA
1550	ID13_1550	23149	24114	24122	6	1	0	NA	NA
1550	ID13_1550	23148	24102	24114	9	1	0	NA	NA
1550	ID13_1550	23081	24101	24102	6	0	0	NA	NA
1561	ID13t2_1561	23369	24286	24281	6	1	0	NA	NA
1561	ID13t2_1561	23368	24286	24306	9	0	0	NA	NA
1561	ID13t2_1561	23365	24286	24291	9	0	0	NA	NA
1561	ID13t2_1561	23364	24286	24294	9	0	0	NA	NA
1561	ID13t2_1561	23363	24287	24286	6	0	0	NA	NA
1561	ID13t2_1561	23362	24286	24285	9	1	0	NA	NA
1561	ID13t2_1561	23361	24285	24279	6	1	0	NA	NA
