CAM	participantCAM	id	daughterID	motherID	intensity	agreement	isBidirectional	isDeletable	isActive
1674	ID83_1674	25521	26066	26068	9	1	0	NA	NA
1674	ID83_1674	25520	26065	26081	6	0	0	NA	NA
1674	ID83_1674	25519	26073	26075	6	1	0	NA	NA
1674	ID83_1674	25518	26073	26074	6	1	0	NA	NA
1674	ID83_1674	25517	26065	26073	6	1	0	NA	NA
1674	ID83_1674	25516	26065	26086	6	1	0	NA	NA
1674	ID83_1674	25515	26065	26085	6	0	0	NA	NA
1674	ID83_1674	25514	26077	26085	9	1	0	NA	NA
1674	ID83_1674	25513	26065	26083	6	1	0	NA	NA
1674	ID83_1674	25512	26083	26084	6	1	0	NA	NA
1674	ID83_1674	25511	26065	26076	6	1	0	NA	NA
1674	ID83_1674	25510	26066	26065	6	0	0	NA	NA
1674	ID83_1674	25509	26066	26079	6	0	0	NA	NA
1674	ID83_1674	25506	26066	26072	6	0	0	NA	NA
1674	ID83_1674	25505	26072	26088	6	0	0	NA	NA
1674	ID83_1674	25504	26087	26088	9	1	0	NA	NA
1674	ID83_1674	25503	26066	26087	6	0	0	NA	NA
1674	ID83_1674	25502	26065	26070	6	0	0	NA	NA
1674	ID83_1674	25501	26065	26069	6	0	0	NA	NA
1674	ID83_1674	25500	26065	26082	6	0	0	NA	NA
1675	ID83t2_1675	25552	26106	26113	6	1	0	NA	NA
1675	ID83t2_1675	25551	26112	26095	6	0	0	NA	NA
1675	ID83t2_1675	25550	26112	26108	6	0	0	NA	NA
1675	ID83t2_1675	25549	26112	26107	6	0	0	NA	NA
1675	ID83t2_1675	25548	26111	26090	6	0	0	NA	NA
1675	ID83t2_1675	25547	26090	26089	9	1	0	NA	NA
1675	ID83t2_1675	25546	26105	26089	6	0	0	NA	NA
1675	ID83t2_1675	25545	26111	26105	6	0	0	NA	NA
1675	ID83t2_1675	25544	26111	26098	6	0	0	NA	NA
1675	ID83t2_1675	25543	26111	26112	6	0	0	NA	NA
1675	ID83t2_1675	25542	26112	26101	6	1	0	NA	NA
1675	ID83t2_1675	25541	26094	26093	6	1	0	NA	NA
1675	ID83t2_1675	25540	26112	26094	6	1	0	NA	NA
1675	ID83t2_1675	25539	26100	26092	9	1	0	NA	NA
1675	ID83t2_1675	25538	26112	26092	6	0	0	NA	NA
1675	ID83t2_1675	25537	26112	26091	6	1	0	NA	NA
1675	ID83t2_1675	25536	26112	26104	6	1	0	NA	NA
1675	ID83t2_1675	25535	26104	26103	6	1	0	NA	NA
1675	ID83t2_1675	25534	26104	26102	6	1	0	NA	NA
1675	ID83t2_1675	25533	26112	26096	6	0	0	NA	NA
1675	ID83t2_1675	25532	26111	26109	9	1	0	NA	NA
1675	ID83t2_1675	25531	26111	26106	6	0	0	NA	NA
1675	ID83t2_1675	25530	26111	26110	9	1	0	NA	NA
1675	ID83t2_1675	25529	26111	26099	6	1	0	NA	NA
1675	ID83t2_1675	25528	26111	26097	6	1	0	NA	NA
1675	ID83t2_1675	25527	26110	26105	6	1	0	NA	NA
1679	ID85_1679	25600	26139	26158	6	0	0	NA	NA
1679	ID85_1679	25599	26138	26158	6	1	0	NA	NA
1679	ID85_1679	25598	26141	26147	6	1	0	NA	NA
1679	ID85_1679	25596	26147	26155	6	1	0	NA	NA
1679	ID85_1679	25595	26138	26147	6	0	0	NA	NA
1679	ID85_1679	25594	26138	26151	6	1	0	NA	NA
1679	ID85_1679	25593	26145	26146	6	1	0	NA	NA
1679	ID85_1679	25592	26140	26145	6	1	0	NA	NA
1679	ID85_1679	25591	26138	26156	6	1	0	NA	NA
1679	ID85_1679	25590	26138	26148	6	1	0	NA	NA
1679	ID85_1679	25589	26138	26155	6	1	0	NA	NA
1679	ID85_1679	25588	26140	26142	6	1	0	NA	NA
1679	ID85_1679	25587	26138	26142	6	1	0	NA	NA
1679	ID85_1679	25586	26138	26145	6	1	0	NA	NA
1679	ID85_1679	25584	26139	26154	6	1	0	NA	NA
1679	ID85_1679	25583	26152	26157	6	1	0	NA	NA
1679	ID85_1679	25582	26139	26157	6	1	0	NA	NA
1679	ID85_1679	25581	26139	26152	6	1	0	NA	NA
1679	ID85_1679	25580	26139	26150	6	1	0	NA	NA
1679	ID85_1679	25579	26143	26144	6	1	0	NA	NA
1679	ID85_1679	25577	26139	26143	6	1	0	NA	NA
1679	ID85_1679	25576	26139	26141	6	1	0	NA	NA
1679	ID85_1679	25575	26139	26147	6	1	0	NA	NA
1679	ID85_1679	25574	26138	26139	6	0	0	NA	NA
1679r	ID85t2_1679	25600	26139	26158	6	0	0	NA	NA
1679r	ID85t2_1679	25599	26138	26158	6	1	0	NA	NA
1679r	ID85t2_1679	25598	26141	26147	6	1	0	NA	NA
1679r	ID85t2_1679	25596	26147	26155	6	1	0	NA	NA
1679r	ID85t2_1679	25595	26138	26147	6	0	0	NA	NA
1679r	ID85t2_1679	25594	26138	26151	6	1	0	NA	NA
1679r	ID85t2_1679	25593	26145	26146	6	1	0	NA	NA
1679r	ID85t2_1679	25592	26140	26145	6	1	0	NA	NA
1679r	ID85t2_1679	25591	26138	26156	6	1	0	NA	NA
1679r	ID85t2_1679	25590	26138	26148	6	1	0	NA	NA
1679r	ID85t2_1679	25589	26138	26155	6	1	0	NA	NA
1679r	ID85t2_1679	25588	26140	26142	6	1	0	NA	NA
1679r	ID85t2_1679	25587	26138	26142	6	1	0	NA	NA
1679r	ID85t2_1679	25586	26138	26145	6	1	0	NA	NA
1679r	ID85t2_1679	25584	26139	26154	6	1	0	NA	NA
1679r	ID85t2_1679	25583	26152	26157	6	1	0	NA	NA
1679r	ID85t2_1679	25582	26139	26157	6	1	0	NA	NA
1679r	ID85t2_1679	25581	26139	26152	6	1	0	NA	NA
1679r	ID85t2_1679	25580	26139	26150	6	1	0	NA	NA
1679r	ID85t2_1679	25579	26143	26144	6	1	0	NA	NA
1679r	ID85t2_1679	25577	26139	26143	6	1	0	NA	NA
1679r	ID85t2_1679	25576	26139	26141	6	1	0	NA	NA
1679r	ID85t2_1679	25575	26139	26147	6	1	0	NA	NA
1679r	ID85t2_1679	25574	26138	26139	6	0	0	NA	NA
1680	ID86_1680	25612	26162	26171	6	1	0	NA	NA
1680	ID86_1680	25611	26162	26167	6	1	0	NA	NA
1680	ID86_1680	25610	26162	26169	6	1	0	NA	NA
1680	ID86_1680	25609	26162	26165	6	1	0	NA	NA
1680	ID86_1680	25608	26162	26166	6	1	0	NA	NA
1680	ID86_1680	25607	26162	26168	6	1	0	NA	NA
1680	ID86_1680	25606	26161	26170	6	1	0	NA	NA
1680	ID86_1680	25605	26162	26170	6	1	0	NA	NA
1680	ID86_1680	25604	26161	26173	6	1	0	NA	NA
1680	ID86_1680	25603	26161	26172	6	1	0	NA	NA
1680	ID86_1680	25602	26161	26162	6	0	0	NA	NA
1680r	ID86t2_1680	25612	26162	26171	6	1	0	NA	NA
1680r	ID86t2_1680	25611	26162	26167	6	1	0	NA	NA
1680r	ID86t2_1680	25610	26162	26169	6	1	0	NA	NA
1680r	ID86t2_1680	25609	26162	26165	6	1	0	NA	NA
1680r	ID86t2_1680	25608	26162	26166	6	1	0	NA	NA
1680r	ID86t2_1680	25607	26162	26168	6	1	0	NA	NA
1680r	ID86t2_1680	25606	26161	26170	6	1	0	NA	NA
1680r	ID86t2_1680	25605	26162	26170	6	1	0	NA	NA
1680r	ID86t2_1680	25604	26161	26173	6	1	0	NA	NA
1680r	ID86t2_1680	25603	26161	26172	6	1	0	NA	NA
1680r	ID86t2_1680	25602	26161	26162	6	0	0	NA	NA
1681	ID87_1681	25713	26183	26177	6	0	0	NA	NA
1681	ID87_1681	25712	26180	26176	9	1	0	NA	NA
1681	ID87_1681	25687	26176	26182	6	0	0	NA	NA
1681	ID87_1681	25686	26177	26184	6	1	0	NA	NA
1681	ID87_1681	25685	26176	26186	6	0	0	NA	NA
1681	ID87_1681	25684	26178	26179	6	0	0	NA	NA
1681	ID87_1681	25683	26176	26210	6	0	0	NA	NA
1681	ID87_1681	25682	26177	26210	6	1	0	NA	NA
1681	ID87_1681	25681	26177	26183	9	1	0	NA	NA
1681	ID87_1681	25680	26177	26182	9	1	0	NA	NA
1681	ID87_1681	25679	26176	26178	6	1	0	NA	NA
1681	ID87_1681	25678	26177	26178	9	1	0	NA	NA
1681	ID87_1681	25677	26176	26194	9	0	0	NA	NA
1681	ID87_1681	25673	26176	26204	9	0	0	NA	NA
1681	ID87_1681	25670	26179	26180	6	0	0	NA	NA
1681	ID87_1681	25666	26179	26206	6	1	0	NA	NA
1681	ID87_1681	25663	26177	26194	6	1	0	NA	NA
1681	ID87_1681	25659	26176	26185	6	0	0	NA	NA
1681	ID87_1681	25658	26177	26185	6	1	0	NA	NA
1681	ID87_1681	25657	26177	26212	6	0	0	NA	NA
1681	ID87_1681	25656	26176	26212	6	1	0	NA	NA
1681	ID87_1681	25655	26176	26181	6	1	0	NA	NA
1681	ID87_1681	25618	26176	26179	6	1	0	NA	NA
1681	ID87_1681	25617	26176	26186	6	1	0	NA	NA
1681	ID87_1681	25614	26176	26177	6	0	0	NA	NA
1683	ID87t2_1683	25711	26232	26231	6	0	0	NA	NA
1683	ID87t2_1683	25710	26232	26222	6	1	0	NA	NA
1683	ID87t2_1683	25709	26232	26229	6	1	0	NA	NA
1683	ID87t2_1683	25708	26232	26227	6	1	0	NA	NA
1683	ID87t2_1683	25707	26232	26217	6	1	0	NA	NA
1683	ID87t2_1683	25706	26231	26217	6	0	0	NA	NA
1683	ID87t2_1683	25705	26231	26223	6	1	0	NA	NA
1683	ID87t2_1683	25704	26232	26223	6	0	0	NA	NA
1683	ID87t2_1683	25703	26231	26221	6	1	0	NA	NA
1683	ID87t2_1683	25702	26229	26219	6	1	0	NA	NA
1683	ID87t2_1683	25701	26229	26228	6	1	0	NA	NA
1683	ID87t2_1683	25700	26229	26228	6	0	0	NA	NA
1683	ID87t2_1683	25699	26232	26220	9	0	0	NA	NA
1683	ID87t2_1683	25698	26232	26221	9	0	0	NA	NA
1683	ID87t2_1683	25697	26231	26230	9	1	0	NA	NA
1683	ID87t2_1683	25696	26232	26230	6	1	0	NA	NA
1683	ID87t2_1683	25695	26231	26226	9	1	0	NA	NA
1683	ID87t2_1683	25694	26231	26225	9	1	0	NA	NA
1683	ID87t2_1683	25693	26231	26218	6	1	0	NA	NA
1683	ID87t2_1683	25692	26232	26218	6	0	0	NA	NA
1683	ID87t2_1683	25691	26230	26229	6	0	0	NA	NA
1683	ID87t2_1683	25690	26232	26222	6	0	0	NA	NA
1683	ID87t2_1683	25689	26231	26224	6	1	0	NA	NA
1683	ID87t2_1683	25688	26232	26226	6	0	0	NA	NA
1682	ID88_1682	25674	26193	26203	6	1	0	NA	NA
1682	ID88_1682	25671	26191	26216	9	1	0	NA	NA
1682	ID88_1682	25665	26189	26215	6	1	0	NA	NA
1682	ID88_1682	25664	26189	26208	6	1	0	NA	NA
1682	ID88_1682	25662	26189	26208	6	1	0	NA	NA
1682	ID88_1682	25654	26189	26214	6	1	0	NA	NA
1682	ID88_1682	25653	26189	26209	6	1	0	NA	NA
1682	ID88_1682	25652	26189	26215	6	1	0	NA	NA
1682	ID88_1682	25651	26189	26208	6	1	0	NA	NA
1682	ID88_1682	25650	26208	26211	6	1	0	NA	NA
1682	ID88_1682	25649	26189	26211	9	1	0	NA	NA
1682	ID88_1682	25648	26211	26213	6	1	0	NA	NA
1682	ID88_1682	25647	26189	26211	6	1	0	NA	NA
1682	ID88_1682	25646	26189	26213	6	1	0	NA	NA
1682	ID88_1682	25645	26201	26207	6	1	0	NA	NA
1682	ID88_1682	25643	26191	26201	6	1	0	NA	NA
1682	ID88_1682	25642	26190	26191	6	1	0	NA	NA
1682	ID88_1682	25641	26191	26207	6	1	0	NA	NA
1682	ID88_1682	25640	26191	26205	6	1	0	NA	NA
1682	ID88_1682	25639	26191	26200	6	1	0	NA	NA
1682	ID88_1682	25637	26200	26207	6	1	0	NA	NA
1682	ID88_1682	25636	26190	26207	9	1	0	NA	NA
1682	ID88_1682	25635	26193	26207	6	1	0	NA	NA
1682	ID88_1682	25634	26205	26207	6	1	0	NA	NA
1682	ID88_1682	25633	26200	26205	6	1	0	NA	NA
1682	ID88_1682	25632	26193	26205	6	1	0	NA	NA
1682	ID88_1682	25631	26190	26205	9	1	0	NA	NA
1682	ID88_1682	25630	26190	26200	6	1	0	NA	NA
1682	ID88_1682	25629	26193	26200	6	1	0	NA	NA
1682	ID88_1682	25627	26193	26203	6	1	0	NA	NA
1682	ID88_1682	25626	26193	26195	6	1	0	NA	NA
1682	ID88_1682	25625	26193	26196	6	1	0	NA	NA
1682	ID88_1682	25624	26193	26198	6	1	0	NA	NA
1682	ID88_1682	25623	26193	26199	6	1	0	NA	NA
1682	ID88_1682	25616	26189	26190	6	0	0	NA	NA
1682r	ID88t2_1682	25674	26193	26203	6	1	0	NA	NA
1682r	ID88t2_1682	25671	26191	26216	9	1	0	NA	NA
1682r	ID88t2_1682	25665	26189	26215	6	1	0	NA	NA
1682r	ID88t2_1682	25664	26189	26208	6	1	0	NA	NA
1682r	ID88t2_1682	25662	26189	26208	6	1	0	NA	NA
1682r	ID88t2_1682	25654	26189	26214	6	1	0	NA	NA
1682r	ID88t2_1682	25653	26189	26209	6	1	0	NA	NA
1682r	ID88t2_1682	25652	26189	26215	6	1	0	NA	NA
1682r	ID88t2_1682	25651	26189	26208	6	1	0	NA	NA
1682r	ID88t2_1682	25650	26208	26211	6	1	0	NA	NA
1682r	ID88t2_1682	25649	26189	26211	9	1	0	NA	NA
1682r	ID88t2_1682	25648	26211	26213	6	1	0	NA	NA
1682r	ID88t2_1682	25647	26189	26211	6	1	0	NA	NA
1682r	ID88t2_1682	25646	26189	26213	6	1	0	NA	NA
1682r	ID88t2_1682	25645	26201	26207	6	1	0	NA	NA
1682r	ID88t2_1682	25643	26191	26201	6	1	0	NA	NA
1682r	ID88t2_1682	25642	26190	26191	6	1	0	NA	NA
1682r	ID88t2_1682	25641	26191	26207	6	1	0	NA	NA
1682r	ID88t2_1682	25640	26191	26205	6	1	0	NA	NA
1682r	ID88t2_1682	25639	26191	26200	6	1	0	NA	NA
1682r	ID88t2_1682	25637	26200	26207	6	1	0	NA	NA
1682r	ID88t2_1682	25636	26190	26207	9	1	0	NA	NA
1682r	ID88t2_1682	25635	26193	26207	6	1	0	NA	NA
1682r	ID88t2_1682	25634	26205	26207	6	1	0	NA	NA
1682r	ID88t2_1682	25633	26200	26205	6	1	0	NA	NA
1682r	ID88t2_1682	25632	26193	26205	6	1	0	NA	NA
1682r	ID88t2_1682	25631	26190	26205	9	1	0	NA	NA
1682r	ID88t2_1682	25630	26190	26200	6	1	0	NA	NA
1682r	ID88t2_1682	25629	26193	26200	6	1	0	NA	NA
1682r	ID88t2_1682	25627	26193	26203	6	1	0	NA	NA
1682r	ID88t2_1682	25626	26193	26195	6	1	0	NA	NA
1682r	ID88t2_1682	25625	26193	26196	6	1	0	NA	NA
1682r	ID88t2_1682	25624	26193	26198	6	1	0	NA	NA
1682r	ID88t2_1682	25623	26193	26199	6	1	0	NA	NA
1682r	ID88t2_1682	25616	26189	26190	6	0	0	NA	NA
1685	ID89_1685	25725	26235	26240	6	1	0	NA	NA
1685	ID89_1685	25724	26236	26240	6	1	0	NA	NA
1685	ID89_1685	25723	26241	26244	6	1	0	NA	NA
1685	ID89_1685	25722	26236	26244	6	1	0	NA	NA
1685	ID89_1685	25721	26236	26245	6	1	0	NA	NA
1685	ID89_1685	25720	26236	26239	6	1	0	NA	NA
1685	ID89_1685	25719	26236	26241	6	1	0	NA	NA
1685	ID89_1685	25718	26235	26242	6	1	0	NA	NA
1685	ID89_1685	25717	26235	26238	6	1	0	NA	NA
1685	ID89_1685	25716	26235	26243	6	1	0	NA	NA
1685	ID89_1685	25715	26235	26237	6	1	0	NA	NA
1685	ID89_1685	25714	26237	26243	6	1	0	NA	NA
1686	ID89t2_1686	25737	26254	26248	6	1	0	NA	NA
1686	ID89t2_1686	25736	26256	26254	6	1	0	NA	NA
1686	ID89t2_1686	25735	26256	26248	6	1	0	NA	NA
1686	ID89t2_1686	25734	26256	26253	6	1	0	NA	NA
1686	ID89t2_1686	25733	26256	26249	6	1	0	NA	NA
1686	ID89t2_1686	25732	26255	26250	6	1	0	NA	NA
1686	ID89t2_1686	25731	26255	26252	6	1	0	NA	NA
1686	ID89t2_1686	25730	26255	26246	6	1	0	NA	NA
1686	ID89t2_1686	25729	26255	26247	6	1	0	NA	NA
1686	ID89t2_1686	25728	26250	26247	6	1	0	NA	NA
1686	ID89t2_1686	25727	26255	26251	6	1	0	NA	NA
1686	ID89t2_1686	25726	26256	26251	6	1	0	NA	NA
1687	ID90_1687	25774	26260	26290	9	1	0	NA	NA
1687	ID90_1687	25773	26259	26289	9	0	0	NA	NA
1687	ID90_1687	25772	26260	26288	6	0	0	NA	NA
1687	ID90_1687	25771	26260	26288	6	0	0	NA	NA
1687	ID90_1687	25754	26260	26273	6	0	0	NA	NA
1687	ID90_1687	25753	26259	26272	6	0	0	NA	NA
1687	ID90_1687	25752	26259	26271	6	1	0	NA	NA
1687	ID90_1687	25751	26260	26271	9	1	0	NA	NA
1687	ID90_1687	25750	26259	26270	6	0	0	NA	NA
1687	ID90_1687	25749	26260	26270	9	1	0	NA	NA
1687	ID90_1687	25748	26260	26261	9	1	0	NA	NA
1687	ID90_1687	25747	26260	26268	6	1	0	NA	NA
1687	ID90_1687	25746	26260	26265	9	0	0	NA	NA
1687	ID90_1687	25745	26259	26266	6	0	0	NA	NA
1687	ID90_1687	25744	26259	26264	6	0	0	NA	NA
1687	ID90_1687	25743	26259	26269	9	1	0	NA	NA
1687	ID90_1687	25742	26259	26263	9	0	0	NA	NA
1687	ID90_1687	25741	26260	26262	9	1	0	NA	NA
1687	ID90_1687	25740	26260	26261	6	1	0	NA	NA
1687	ID90_1687	25739	26259	26260	6	0	0	NA	NA
1688	ID90t2_1688	25770	26287	26286	6	0	0	NA	NA
1688	ID90t2_1688	25769	26286	26285	6	1	0	NA	NA
1688	ID90t2_1688	25768	26286	26284	9	1	0	NA	NA
1688	ID90t2_1688	25767	26287	26283	9	0	0	NA	NA
1688	ID90t2_1688	25766	26287	26278	9	1	0	NA	NA
1688	ID90t2_1688	25765	26287	26282	6	0	0	NA	NA
1688	ID90t2_1688	25764	26287	26280	6	0	0	NA	NA
1688	ID90t2_1688	25763	26286	26281	9	0	0	NA	NA
1688	ID90t2_1688	25762	26286	26279	6	1	0	NA	NA
1688	ID90t2_1688	25761	26286	26285	9	1	0	NA	NA
1688	ID90t2_1688	25760	26286	26277	9	1	0	NA	NA
1688	ID90t2_1688	25759	26287	26277	6	0	0	NA	NA
1688	ID90t2_1688	25758	26286	26276	9	1	0	NA	NA
1688	ID90t2_1688	25757	26287	26276	6	1	0	NA	NA
1688	ID90t2_1688	25756	26287	26275	6	0	0	NA	NA
1688	ID90t2_1688	25755	26286	26274	6	0	0	NA	NA
1690	ID91_1690	25831	26297	26340	9	1	0	NA	NA
1690	ID91_1690	25830	26298	26339	9	1	0	NA	NA
1690	ID91_1690	25829	26325	26338	9	1	0	NA	NA
1690	ID91_1690	25828	26325	26328	6	1	0	NA	NA
1690	ID91_1690	25827	26325	26326	6	1	0	NA	NA
1690	ID91_1690	25826	26325	26327	6	1	0	NA	NA
1690	ID91_1690	25814	26297	26325	9	1	0	NA	NA
1690	ID91_1690	25813	26297	26324	6	1	0	NA	NA
1690	ID91_1690	25812	26297	26309	9	1	0	NA	NA
1690	ID91_1690	25811	26298	26323	6	1	0	NA	NA
1690	ID91_1690	25810	26298	26322	9	1	0	NA	NA
1690	ID91_1690	25809	26319	26321	6	1	0	NA	NA
1690	ID91_1690	25808	26319	26320	6	1	0	NA	NA
1690	ID91_1690	25807	26305	26319	6	1	0	NA	NA
1690	ID91_1690	25806	26300	26317	9	1	0	NA	NA
1690	ID91_1690	25805	26309	26317	9	1	0	NA	NA
1690	ID91_1690	25804	26317	26318	9	1	0	NA	NA
1690	ID91_1690	25803	26299	26305	6	1	0	NA	NA
1690	ID91_1690	25799	26305	26316	9	0	0	NA	NA
1690	ID91_1690	25798	26315	26316	9	1	0	NA	NA
1690	ID91_1690	25797	26305	26315	9	0	0	NA	NA
1690	ID91_1690	25795	26305	26313	9	1	0	NA	NA
1690	ID91_1690	25792	26309	26311	9	1	0	NA	NA
1690	ID91_1690	25788	26303	26309	6	1	0	NA	NA
1690	ID91_1690	25787	26300	26309	6	1	0	NA	NA
1690	ID91_1690	25786	26298	26305	6	1	0	NA	NA
1690	ID91_1690	25785	26298	26299	6	1	0	NA	NA
1690	ID91_1690	25784	26300	26306	6	1	0	NA	NA
1690	ID91_1690	25780	26300	26308	6	1	0	NA	NA
1690	ID91_1690	25778	26297	26298	6	0	0	NA	NA
1692	ID91t2_1692	25861	26368	26367	6	0	0	NA	NA
1692	ID91t2_1692	25860	26365	26361	6	1	0	NA	NA
1692	ID91t2_1692	25859	26365	26362	6	1	0	NA	NA
1692	ID91t2_1692	25858	26367	26366	6	1	0	NA	NA
1692	ID91t2_1692	25857	26367	26363	6	1	0	NA	NA
1692	ID91t2_1692	25856	26365	26360	6	1	0	NA	NA
1692	ID91t2_1692	25855	26364	26360	6	1	0	NA	NA
1692	ID91t2_1692	25854	26360	26359	9	1	0	NA	NA
1692	ID91t2_1692	25853	26363	26358	9	1	0	NA	NA
1692	ID91t2_1692	25852	26363	26357	9	0	0	NA	NA
1692	ID91t2_1692	25851	26357	26356	9	1	0	NA	NA
1692	ID91t2_1692	25850	26363	26356	9	0	0	NA	NA
1692	ID91t2_1692	25849	26366	26363	6	1	0	NA	NA
1692	ID91t2_1692	25848	26355	26354	9	1	0	NA	NA
1692	ID91t2_1692	25847	26360	26355	9	1	0	NA	NA
1692	ID91t2_1692	25846	26365	26355	9	1	0	NA	NA
1692	ID91t2_1692	25845	26363	26353	6	1	0	NA	NA
1692	ID91t2_1692	25844	26353	26352	6	1	0	NA	NA
1692	ID91t2_1692	25843	26353	26351	6	1	0	NA	NA
1692	ID91t2_1692	25842	26367	26350	9	1	0	NA	NA
1692	ID91t2_1692	25841	26367	26349	6	1	0	NA	NA
1692	ID91t2_1692	25840	26368	26360	9	1	0	NA	NA
1692	ID91t2_1692	25839	26368	26348	6	1	0	NA	NA
1692	ID91t2_1692	25838	26368	26347	9	1	0	NA	NA
1692	ID91t2_1692	25837	26347	26345	6	1	0	NA	NA
1692	ID91t2_1692	25836	26347	26346	6	1	0	NA	NA
1692	ID91t2_1692	25835	26347	26344	6	1	0	NA	NA
1692	ID91t2_1692	25834	26347	26343	9	1	0	NA	NA
1692	ID91t2_1692	25833	26367	26342	9	1	0	NA	NA
1692	ID91t2_1692	25832	26368	26341	9	1	0	NA	NA
1689	ID92_1689	25796	26310	26314	6	1	0	NA	NA
1689	ID92_1689	25794	26310	26312	6	1	0	NA	NA
1689	ID92_1689	25793	26293	26312	6	1	0	NA	NA
1689	ID92_1689	25791	26307	26310	6	1	0	NA	NA
1689	ID92_1689	25790	26293	26310	6	1	0	NA	NA
1689	ID92_1689	25789	26294	26310	6	1	0	NA	NA
1689	ID92_1689	25783	26294	26302	6	1	0	NA	NA
1689	ID92_1689	25782	26294	26301	6	1	0	NA	NA
1689	ID92_1689	25781	26293	26304	6	1	0	NA	NA
1689	ID92_1689	25779	26293	26307	6	1	0	NA	NA
1689	ID92_1689	25776	26293	26294	6	0	0	NA	NA
1691	ID92t2_1691	25825	26337	26336	6	0	0	NA	NA
1691	ID92t2_1691	25824	26337	26332	6	1	0	NA	NA
1691	ID92t2_1691	25823	26337	26333	6	1	0	NA	NA
1691	ID92t2_1691	25822	26336	26335	6	1	0	NA	NA
1691	ID92t2_1691	25821	26336	26334	6	1	0	NA	NA
1691	ID92t2_1691	25820	26336	26331	6	1	0	NA	NA
1691	ID92t2_1691	25819	26337	26331	6	1	0	NA	NA
1691	ID92t2_1691	25818	26332	26331	6	1	0	NA	NA
1691	ID92t2_1691	25817	26337	26330	6	1	0	NA	NA
1691	ID92t2_1691	25816	26331	26330	6	1	0	NA	NA
1691	ID92t2_1691	25815	26331	26329	6	1	0	NA	NA
1693	ID93_1693	25890	26371	26385	6	0	0	NA	NA
1693	ID93_1693	25889	26372	26385	6	1	0	NA	NA
1693	ID93_1693	25888	26379	26384	6	1	0	NA	NA
1693	ID93_1693	25887	26378	26379	6	1	0	NA	NA
1693	ID93_1693	25882	26371	26383	6	0	0	NA	NA
1693	ID93_1693	25881	26372	26383	6	1	0	NA	NA
1693	ID93_1693	25880	26372	26381	6	1	0	NA	NA
1693	ID93_1693	25879	26371	26382	6	1	0	NA	NA
1693	ID93_1693	25878	26372	26382	6	1	0	NA	NA
1693	ID93_1693	25877	26371	26379	6	1	0	NA	NA
1693	ID93_1693	25875	26371	26374	6	1	0	NA	NA
1693	ID93_1693	25874	26372	26376	9	1	0	NA	NA
1693	ID93_1693	25873	26371	26380	6	0	0	NA	NA
1693	ID93_1693	25872	26371	26380	6	1	0	NA	NA
1693	ID93_1693	25871	26371	26380	6	1	0	NA	NA
1693	ID93_1693	25870	26371	26380	6	1	0	NA	NA
1693	ID93_1693	25869	26372	26380	6	1	0	NA	NA
1693	ID93_1693	25868	26372	26376	6	1	0	NA	NA
1693	ID93_1693	25867	26372	26375	6	1	0	NA	NA
1693	ID93_1693	25866	26372	26373	6	1	0	NA	NA
1693	ID93_1693	25865	26371	26377	6	1	0	NA	NA
1693	ID93_1693	25864	26372	26377	6	1	0	NA	NA
1693	ID93_1693	25863	26371	26372	6	0	0	NA	NA
1694	ID93t2_1694	25913	26400	26399	6	0	0	NA	NA
1694	ID93t2_1694	25912	26399	26394	6	1	0	NA	NA
1694	ID93t2_1694	25911	26400	26394	6	1	0	NA	NA
1694	ID93t2_1694	25910	26399	26398	6	1	0	NA	NA
1694	ID93t2_1694	25909	26399	26396	6	1	0	NA	NA
1694	ID93t2_1694	25908	26399	26395	6	1	0	NA	NA
1694	ID93t2_1694	25907	26399	26391	6	1	0	NA	NA
1694	ID93t2_1694	25906	26400	26391	6	1	0	NA	NA
1694	ID93t2_1694	25905	26400	26391	6	1	0	NA	NA
1694	ID93t2_1694	25904	26400	26391	6	1	0	NA	NA
1694	ID93t2_1694	25903	26400	26391	6	0	0	NA	NA
1694	ID93t2_1694	25902	26399	26395	9	1	0	NA	NA
1694	ID93t2_1694	25901	26400	26397	6	1	0	NA	NA
1694	ID93t2_1694	25900	26400	26392	6	1	0	NA	NA
1694	ID93t2_1694	25899	26399	26389	6	1	0	NA	NA
1694	ID93t2_1694	25898	26400	26389	6	1	0	NA	NA
1694	ID93t2_1694	25897	26399	26390	6	1	0	NA	NA
1694	ID93t2_1694	25896	26399	26388	6	1	0	NA	NA
1694	ID93t2_1694	25895	26400	26388	6	0	0	NA	NA
1694	ID93t2_1694	25894	26393	26392	6	1	0	NA	NA
1694	ID93t2_1694	25893	26392	26387	6	1	0	NA	NA
1694	ID93t2_1694	25892	26399	26386	6	1	0	NA	NA
1694	ID93t2_1694	25891	26400	26386	6	0	0	NA	NA
1696	ID94_1696	25964	26418	26424	9	0	0	NA	NA
1696	ID94_1696	25962	26417	26426	6	1	0	NA	NA
1696	ID94_1696	25959	26417	26425	6	1	0	NA	NA
1696	ID94_1696	25958	26424	26425	6	1	0	NA	NA
1696	ID94_1696	25957	26417	26424	9	1	0	NA	NA
1696	ID94_1696	25956	26417	26427	6	1	0	NA	NA
1696	ID94_1696	25955	26417	26428	6	1	0	NA	NA
1696	ID94_1696	25954	26428	26429	6	1	0	NA	NA
1696	ID94_1696	25953	26417	26428	6	1	0	NA	NA
1696	ID94_1696	25952	26417	26429	6	1	0	NA	NA
1696	ID94_1696	25951	26422	26429	9	1	0	NA	NA
